"","CitationCode","Reference","CreationDate","ModificationDate","ReadBy","GetIt","nvpCount"
"109",134,"Iwano, H., 1994. College of Agriculture and Veterinary Medicine, Nihon University, Japan. unpublished data.","1/8/2096","7/18/2096","","",NA
"110",135,"Hukuhara, T., Kunimi, Y., Witjaksone, and Wijonarko, A. 1994. A nulclear polyhderosis virus of Hyposidra talaca (Walker). Ilmu Pertanian (Agric. Sci.) 5:709-712.","1/8/2096","7/8/2096","","",NA
"111",136,"Whitlock, V. H. 1994. Department of Microbiology, University of Witwatersrand, South Africa.  unpublished data.","1/8/2096","7/18/2096","","",NA
"112",137,"Whitlock, V.H. and Brown, S.T., 1991. First record for Nosema locustae in the brown locust Locustana pardalina in South Africa, and the yield of spores in laboratory assays.  J. Invertebr. Pathol. 58: 164-167.","1/8/2096","7/8/2096","","",1
"113",138,"Smith, D.H., Da Graca, J.V. and V.H. Whitlock, V.H., 1990.  Granulosis virus from Cacoecia occidentalis: Isolation and morphological description of a granulosis virus of the citrus leafroller, Cacoecia occidentalis. J. Invertebr. Pathol. 55:319-324.","1/8/2096","7/8/2096","","",NA
"114",139,"Reed, E.M. and Springett, B.P. 1971. Large scale field testing of a granulosis virus for the control of the potato moth Phthorimaea operculella (Zell.) (Lepidoptera, Gelechiidae). Bull. of Entom. Res. 61: 223-233.","1/8/2096","7/8/2096","","",NA
"115",140,"Pilarska, D. 1994.  A microsporidian, Nosema carpocapsae Paillot, 1938 (Microspora, Nosematidae), a new parasite for Laspeyresia molesta Buscq (Lepidoptera, Tortricidae). Acta Parasitologica 39:62-63.","1/8/2096","7/8/2096","","",1
"116",141,"Fediere, G., Lery, X., Dauthuille, D., Kanga, L. 1987.  Mise en evidence d'un nouveau virus a ARN de type Picornavirus chez Epicerura pergrisea (Lepidoptera, Notodontidae) defoliateur du Framire (Terminalia ivorensis) en Cote D'Ivoire.  Symposium on integrated pest management and environmental conservation, Dakar, Senegal, 7-11 December.","1/8/2096","7/8/2096","","",NA
"117",142,"Fediere, G. and Monsarrat , P. 1985. Evidence of an epizootic viral disease on Teinorhyncha umbra (Lepidoptera Limacodidae) a pest of banana in Ivory Coast. 4th Inter. Conf. on the Importance of viral diseases on the development of Africa.  Coun. Rabat, Morocco, April 14-19.","1/8/2096","7/8/2096","","",NA
"118",143,"Kouassi, K.N., Fediere, G., Lery, X., Philippe, R., Bergoin, M. 1991.  Mise on evidence d'un Baculovirus de polyhedrose nucleaire chez Latoia viridissima, Lepidoptere Limacodidae, ravageur du palmier a huile et du cocotier en Cote d'Ivoire.  Oleagineux 46:53-59.","1/8/2096","7/8/2096","","",NA
"119",144,"Fediere, G., Taha, A.A., Abol-Ela, S., Lery, X., Zeddam, J.L., Veyrunes, J.C., and Giannotti, J. 1993.  Mise en evidence d'un virus de granulose chez Sesamia cretica Led. (Lepidoptera Noctuidae) principal ravageur du mais d'Afrique du Nord-Est: Caracterisation de LADN genomique et diagnostic viral.  C.R.A.S., 316: 1350-1354.","1/8/2096","7/8/2096","","",NA
"120",145,"Fediere, G., Taha, A.A., Lery, X., Giannotti, J. Zeddam, J.L., Monsarrat, A., Abol-Ela, S., 1991.  A small RNA virus isolated from the maize stem borer Sesamia cretica Led. (Lepidoptera Noctuidae) in Egypt.  Egypt. J. Biol. P. Cont. 1: 115-119. ","1/8/2096","7/8/2096","","",NA
"121",146,"Fediere, G., Philippe, R., Veyrunes, J.C., Monsarrat, P. 1990.  Biological  control of oil palm pest Latoia viridissima Holland (Lepidoptera, Limacodidae) in Ivory Coast by a new Picornavirus.  Entomophaga 35: 347-354.","1/8/2096","7/8/2096","","",NA
"122",147,"Fediere, G., Lery, X., Kouassi, K., Herder, S., Veyrunes, J., Mariau, D. 1992.  Etude d'un nouveau virus a ARN chez Turnaca rufisquamata (Lepidoptera, Notodontidae) defoliateur du palmier a huile en Cote d'Ivoire.  Oleagineux 47: 107-112. ","1/8/2096","7/8/2096","","",NA
"123",148,"Fediere, G., Monsarrat, P., Mariau, P., Bergoin, M. 1986.  A Densovirus of Casphalia extranea (Lepidoptera: Limacodidae): characterization and use for biological control. In, Fundamentals and applied aspects of invertebrate pathology. Samson R.A., Vlak, J.M., and Peters, D. Eds. ","1/8/2096","7/8/2096","","",NA
"124",149,"Fediere, G. 1995. Laboratoire dEntomovirologie, ORSTOM, Egypt.  unpublished data.","1/8/2096","7/18/2096","","",NA
"125",150,"Williams, F.C. and Payne, C.C. 1984. The susceptibility of Heliothis armigera larvae to three nuclear polyhedrosis viruses. Ann. of Appl. Bio. 104: 405-412.","1/8/2096","7/8/2096","","",NA
"126",151,"Allaway, G.P. and Payne, C.C. 1984.  Host range and virulence of five baculoviruses from lepidopterous hosts.  Ann. of Appl. Bio. 105: 29-37.","1/8/2096","7/8/2096","","",NA
"127",152,"Steinkraus, D.C., and Slaymaker, P.H. 1994. Effect of temperature and humidity on formation, germination, and infectivity of conidia of Neozygites fresenii (Zygomycetes: Neozygitaceae) from Aphis gossypii (Homoptera: Aphididae). J. Invertebr. Pathol. 64: 130-137.","1/8/2096","7/8/2096","","",1
"128",155,"Rong-dong, X.Does anyone know this person or reference?","1/8/2096","7/24/2096","","",NA
"129",159,"Manasherob, R., Ben-Dov, E., Zaritsky, A., Barak,Z. 1994. Protozoa-enhanced toxicity of Bacillus thuringiensis var. israelensis delta-endotoxin against Aedes aegypti larvae. J. Invertebr. Pathol. 63: 244-248.","1/8/2096","7/8/2096","","",NA
"130",160,"Williamson, C., and von Wechmar, M.B., 1995.  The effects of two viruses on the metapmorphosis, fecundity, and longevity of the green stinkbug, Nezara viridula.  J. Invertebr. Pathol. 65: 174-178.","1/8/2096","7/8/2096","","",NA
"131",161,"Wegensteiner, R., and Weiser, J. 1995.  A new entomopoxvirus in the bark beetle Ips typographus (Coleoptera: Scolytidae).  J. Invertebr. Pathol.  65: 203-205.","1/8/2096","7/8/2096","","",NA
"132",162,"Prenerova, E. 1995.  Accelerated germination by aeration: a novel method of preparation of germinated blastospores of Paecilomyces farinosus from practical application.  J. Invertebr. Pathol.  65: 225-229.","1/8/2096","7/8/2096","","",1
"133",163,"Prenerova, E. 1994.  Pathogenicity of Paecilomyces farinosus toward Cephalcia abietis eonymphs (Insecta, Hymenoptera): enhancement of bioactivity by in vivo passaging. J. Invertebr. Pathol.  64: 62-64.","1/8/2096","7/8/2096","","",1
"134",164,"Karacali, S. 1994. Rhabdovirus-like particles in corpus cardiacum and corpus allatum of Melanogryllus desertus (Orthoptera, Gryllidae). J. Invertebr. Pathol. 64: 65-67.","1/8/2096","7/8/2096","","",NA
"135",165,"Murty, M.G., Srinivas, G., and Sekar, V.  1994. Production of a mosquitocidal exotoxin by a Pseudomonas fluorescens strain.  J. Invertebr. Pathol. 64: 68-70.","1/8/2096","7/8/2096","","",3
"136",166,"Fargues, J., Maniania, N.K., and Delmas, J-C. 1994. Infectivity of propagules of Paecilomyes fumosoroseus during in vitro development to Spodoptera frugiperda.  J. Invertebr. Pathol. 64: 173-178.","1/8/2096","7/8/2096","","",1
"137",167,"Mollier, P., Lagnel, J., Fournet, B., Aioun, A., and Riba, G. 1994. A glycoprotein highly toxic for Galleria mellonella larvae secreted by the entomophatogenic fungus Beauveria sulfurescens.  J. Invertebr. Pathol.  64: 200-207.","1/8/2096","7/8/2096","","",1
"138",168,"Hung, S.-Y., and Boucias, D.G. 1992. Influence of Beauveria bassiana on the cellular defense response of the beet armyworm, Spodoptera exigua.  J. Invertebr. Pathol. 60: 152-158.","1/8/2096","7/8/2096","","",2
"139",169,"Norton, A. P., Washburn, J. O., and E, M. Omi, E. M. 1992. Axenic culture of Lambornella clarki (Ciliophora: Tetrahymenidae), an endoparasite of Aedes sierrensis (Diptera: Culicidae). J. Invertebr. Pathol. 60: 164-170.","1/8/2096","7/8/2096","","",1
"140",170,"Lucarotti, C.J.  1992. Invasion of Aedes aegypti ovaries by Coelomomyces stegomyiae.  J. Invertebr. Pathol. 60: 176-184.","1/8/2096","7/8/2096","","",1
"141",171,"Mvoutoulou, N. 1992. Larvicidal effects of Penicillium citrinum spores and extracts upon Aedes aegypti.  J. Invertebr. Pathol. 60: 208-209.","1/8/2096","7/8/2096","","",1
"142",172,"James, R.R., and Lighthart, B.  1992.  The effect of temperature, diet, and larval instar on the susceptibility of an aphid predator, Hippodamia convergens (Coleoptera: Coccinellidae), to the weak bacterial pathogen Pseudomonas fluorescens.  J. Invertebr. Pathol. 60: 215-218.","1/8/2096","7/8/2096","","",1
"143",173,"Apperson, C.S., Federici, B.A., Tarver, F.R. and Stewart, W.  1992. Biotic and abiotic parameters associated with an epizootic of Coelomomyces punctatus in a larval population of the mosquito Anopheles quadrimaculatus.  J. Invertebr. Pathol.  60: 219-228, see also 60: 229-236.","1/8/2096","7/8/2096","","",1
"144",174,"Huang, Y., Zhen, B.,  and Li, Z.  1992.  Natural and induced epizootics of Erynia ithacensis in mushroom hothouses populations of Yellow-legged fungus gnats.  J. Invertebr. Pathol.  60: 254-258.","1/8/2096","7/8/2096","","",1
"145",175,"Xu, J., and Hukuhara, T. 1992.  Enhanced infection of a Nuclear Polyhedrosis Virus in larvae of the Armyworm, Pseudaletia separata, by a factor in the spheroids of an Entomopoxvirus.  J. Invertebr. Pathol. 60: 259-264.","1/8/2096","7/8/2096","","",NA
"146",3,"Mitsuhashi, J. 1967. Infection of leafhopper and its tissues cultivated in vitro with Chilo iridescent virus. J. Invertebr. Pathol. 9(3):432-434","1/8/2096","7/8/2096","","",NA
"147",180,"Vlak, J.M., van Frankenhuyzen, K., Peters, D., and Groner, A., 1981. Identification of a new nuclear polyhdrosis virus from Spodoptera exigua. J. Invertebr. Pathol. 38:297-298","1/20/2096","8/5/2096","","",NA
"148",181,"Harper, J.D. 1976. Cross-infectivity of six plusiine nuclear polyhderosis virus isolates to plusiine hosts, J. Invertebr. Pathol. 27:275-","1/20/2096","7/8/2096","","",NA
"149",182,"Kaya, H. K. 1977. Transmission of a nuclear polyhedrosis virus isolated from Autographa californica to Alsophila pometaria, Hyphantria cunea, and other forest defoliators. J. Econ. Entomol. 70:9-12","1/20/2096","7/8/2096","","",NA
"150",183,"Smirnoff, W.A., McNeil, J.N., and Lamothe, P. 1979. Safety tests for the baculovirus of Thymelicus lineola (Lepidoptera:Hesperiidae). Can. Entomol. 111:459-464.","1/20/2096","7/8/2096","","",NA
"151",184,"Sato, T., Oho, N., and Narita, N. 1977. A granulosis virus of the peach fruit moth, Carposina niponensis Walshingham (Lepidoptera: Carposinidae). Appl. Entomol. Zool. 12:365-","1/20/2096","7/8/2096","","",NA
"152",185,"Kellen, R. W., Truman B. C. and Lindegren J. E., 1967.  Two previously undescribed Nosema from Mosquitoes of California (Nosematidae: Microsporidia). J. Invertebr. Pathol. 9: 19-25.","1/20/2096","7/3/2097","","",3
"153",187,"Smirnoff, W.A. 1967.  Effects of some plant juices on the ugly-nest caterpillar, Archips cerasivoranus, infected with Microsporidia. J. Invertebr. Pathol. 9: 26-29. ","1/20/2096","7/8/2096","","",1
"154",188,"Slatten, B.H., and Larson, A.D. 1967.  Mechanism of pathogenicity of Serratia marcenscens I. virulence for the adult boll weevil.  J. Invertbr. Pathol. 9: 78-81.","1/21/2096","7/8/2096","","",1
"155",189,"Ramaseshiah, G. 1967.  The fungus Entomophthora coronata parasitic on three species of aphids infesting crucifers in India.  J. Invertebr. Pathol. 9: 128-130.","1/21/2096","7/8/2096","","",3
"156",190,"Bird, F. T., Sanders, C. J. and Burke, J. M., 1971. A newly discovered virus disease of the Spruce Budworm, Choristoneura Biennis, (Lepidoptera, Tortricidae). J. Invertebr. Pathol. 18:159-161.","1/21/2096","7/3/2097","","",NA
"157",191,"Adams, J.R., Wallis, R.L., Wilcox, T.A., and Faust, R.M. 1968. A previously undescribed polyhdrosis of the zebra caterpillar, Ceramica picta. J. Invertebr. Pathol. 11:45-58.                   ","1/21/2096","7/8/2096","","",NA
"158",193,"Anderson, J. F. 1970. An iridescent virus infecting the mosquito Aedes stimulans. J. Invertebr. Pathol. 15:219-224.","1/21/2096","2/21/2099","","",NA
"159",194,"Baily, C.H. 1977. Field and lab observations on a cytoplasmic polyhedrosis virus of blackflies (Diptera: Simuliidae). J. Invertebr. Pathol. 29:69-73.","1/21/2096","7/8/2096","","",NA
"160",195,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ","1/22/2096","7/8/2096","","",NA
"161",196,"McKinley, D.L., Brown, D.A., Payne, C.C., and Harrap, K.A. 1981. Cross-infectivity and activation studies with four baculoviruses. Entomophaga 26:79-90.","1/22/2096","7/8/2096","","",NA
"162",198,"Kaya, H. K. and Anderson, J. F. 1976. A nuclear polyhedrosis virus of the dark tussock moth, Dasychira basiflava. J. Invertebr. Pathol. 27:411-412.","1/22/2096","2/21/2099","","",NA
"163",199,"Bracken, G.K., and Bucher, G.E. 1967. Mortality of Hymenopterous parasite caused by Serratia marcescens.  J. Invertebr. Pathol. 9: 130-132.","1/22/2096","7/12/2096","","",1
"164",201,"Tanabe, A.M., and Tamshiro, M. 1967.  The biology and pathogenicity of a microsporidian (Nosema trichoplusiae sp. n.) of the cabbage looper, Trichoplusia ni (Hubner) (Lepidoptera: Noctuidae).  J. Invertebr. Pathol. 9: 188-195.","1/22/2096","6/14/2099","smb","",12
"165",202,"Henry, J.E. 1967.  Nosema acridophagus sp. n., a microsporidian isolated from grasshoppers.  J. Invertebr. Pathol. 9: 331-341.","1/22/2096","7/8/2096","","",4
"166",203,"Bailey, L. D., Barnes, W. W., Dewey, R. W., 1967. A new Maryland record of Thelohania (Nosematidae: Microsporidia). J. Invertebr. Pathol. 9:354-356.","1/22/2096","7/1/2097","","",1
"167",204,"Hunter, D.K. and Hoffman, D.F. 1972. Cross infection of a granulosis virus of Cadra cautella with observations on its ultrastructure in infected cells of Plodia interpunctella. J. Invertebr. Pathol. 20:4-","1/23/2096","7/8/2096","","",NA
"168",205,"Boucias, D.G. and Nordin, G.L. 1977. Susceptibility of Hyphantria cunea to a granulosis virus isolated from Diacrisia virginica. J. Invertebr. Pathol. 30:377-","1/23/2096","7/8/2096","","",NA
"169",206,"Ignoffo, C.M., McIntosh, A.H. and Garcia, C. 1983. Susceptibility of larvae of Heliothis zea. H. virescens. and H. armigera (Lep: Noctuidae) to 3 baculoviruses. Entomophaga 28:1-8.","1/23/2096","7/8/2096","","",NA
"170",207,"Hamm, J.J. 1982. Extension of the host range for a granulosis virus from Heliothis armigera from South Africa. Environ. Entomol. 11:159-160.","1/23/2096","7/8/2096","","",NA
"171",208,"Payne, C.C. 1981. The susceptibility of the pea moth, Cydia nigricana, to infection by the granulosis virus of the codling moth Cydia pomonella. J. Invertebr. Pathol. 38:71-77.","1/23/2096","7/8/2096","","",NA
"172",209,"Falcon, L.A., Kane, W.R., and Bethell, R.S. 1968. Preliminary evaluation of a granulosis virus for the control of codling moth.  J. Econ. Entomol. 61:1208-1213.","1/23/2096","7/8/2096","","",NA
"173",210,"Payne, C.C., Tatchell, G.M., and Williams, C.F. 1981. The comparative susceptibilites of Pieris brassicae and P. rapae to a granulosis virus from P. brassicae. J. Invertebr. Pathol. 38:273-","1/23/2096","7/8/2096","","",NA
"174",211,"Chapman, H. C. and Kellen, W. R., 1967.  Plistophora caecorum sp.  n., a microsporidian of Culiseta inornata (Diptera: Culicidae) from Louisiana. J. Invertebr. Pathol. 9: 500-502.","1/23/2096","7/3/2097","","",1
"175",212,"Poinar, G.O., and Thomas, G.M., 1967.  The nature of Achromobacter nematophilus as an insect pathogen. J. Invertebr. Pathol. 9: 510-514.","1/23/2096","7/8/2096","","",NA
"176",213,"Cali, A., and Briggs, J.D., 1967.  The biology and life history of Nosema tracheophila sp. n. (Protozoa: Cnidospora: Microsporidea) found in Coccinella septempunctata Linnaeus (Coleoptera: Coccinellidae).  J. Inverterbr. Pathol. 9: 515-522.","1/23/2096","7/8/2096","","",1
"177",214,"Wills, W. and Beaudoin, R., 1965.  Microsporidia in Pennsylvania mosquitoes.  J. Invertebr. Pathol. 7: 10-14.","1/23/2096","7/2/2097","","",3
"178",215,"Paschke, J.D., 1965. Infection of the cereal leaf beetle, Oulema melanopa, (Linnaeus) by Beauverai bassiana (Balsamo) Vuillemin.  J. Inverter. Pathol. 7: 101-111.","1/23/2096","7/8/2096","","",1
"179",216,"Drooz, A.T., 1965.  Differential infection of elm spanworm and fall cankerworm by Paecilomyces farinosus (Dickson ex Fries) Brown and Smith.  J. Invertebr. Pathol.  7: 108-109.","1/23/2096","7/8/2096","","",2
"180",217,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-","1/23/2096","7/8/2096","","",NA
"181",218,"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.","1/25/2096","7/8/2096","","",NA
"182",219,"Issi, I. V., and Lipa, J.J., 1968.  Gurleya sokolovi sp. n., a microsporidian parasite of the water mite Limnochares aquatica (Linnaeus) (Acarina: Hydrachnellae), and a note on a gregarine infection in the same mite.  J. Invertebr. Pathol. 10: 165-175.","1/25/2096","2/5/2097","","",1
"183",220,"Beaudoin, L.R., and Wills, W., 1968.  Haplosporidium simulii sp. n. (Haplosporidia: Haplosporidiidae), parasitic in larvae of Simulium venustum Say. J. Inverterbr. Pathol. 10: 374-378.","1/25/2096","7/8/2096","","",1
"184",221,"Hunter, D.K., 1968.  Response of populations of Chironomus californicus to a microsporidian. (Gurleya sp.).  J. Invertebr. Pathol. 10:387-389.","1/25/2096","7/8/2096","","",1
"185",222,"Smirnoff, W.A., 1968.  Diseases of the larch sawfly, Pristiphora erichsonii, in Quebec.  J. Invertebr. Pathol. 10: 417-424.","1/25/2096","7/8/2096","","",3
"186",223,"Sahni, M.L., 1968.  A preliminary report of an entomogenous fungus, Entomophthora exitialis, on wheat aphid, Rhopalosiphum maidis.  J. Invertebr. Pathol.  10: 425-426.","1/25/2096","6/22/2099","","",1
"187",224,"Sannasi, A. 1968.  Apparent infection of queens and drones of the mound-building termite Odontotermes obesus by Aspergillus flavus.  J. Invertebr. Pathol.  10: 434-435.","1/25/2096","7/8/2096","","",1
"188",225,"Ramaseshiah, G., 1968. Entomophthora fresenii, parasitic on Aphids in India.   J. Invertebr. Pathol.  10: 439-441.","1/25/2096","7/8/2096","","",3
"189",226,"Kramer, J. P., 1965.  Nosema necatrix sp. n. and Thelohania diazoma sp. n., microsporidians from the armyworm Pseudaletia unipuncta (Haworth).  J. Invertebr. Pathol.  7: 117-121. ","1/25/2096","7/8/2096","","",1
"190",227,"Beaudoin, R., and Wills, W., 1965.  A description of Caudospora pennsylvanica sp. n. (Caudosporidae, Microsporidia), a parasite of the larvae of the black fly, Prosilium magnum Dyar and Shannon.  J. Invertebr. Pathol.  7: 152-155.","1/25/2096","7/8/2096","","",2
"191",228,"Kellen, W. R., Chapman, H. C., Clark, T. B. and Lindegren J. E., 1965.  Host-parasite relationships of some Thelohania from mosquitoes (Nosematidae: Microsporidia).  J. Invertebr. Pathol. 7: 161-166.","1/27/2096","7/3/2097","","",7
