"","HostOriginal","HostTaxID","HostNCBIResolved","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathNCBIResolved","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom","Group","HighTaxon","Host","HostStageTested","HostTissueInfected","interaction","LogMaxDose","LowTaxon","Pathogen","insectStatus"
"4697","Culiseta alaskaensis","1788509",TRUE,"Culiseta","Culicidae","Diptera","Insecta","120417",TRUE,"Saprolegnia","Saprolegniaceae","Saprolegniales",NA,NA,"Fungi","Oomycetes","Culiseta alaskaensis","Larva","",1,NA,"Saprolegniales","Saprolegnia hypogyna","Wildlife"
"4698","Aedes excrucians","329103",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","120417",TRUE,"Saprolegnia","Saprolegniaceae","Saprolegniales",NA,NA,"Fungi","Oomycetes","Aedes excrucians","Larva","",1,NA,"Saprolegniales","Saprolegnia hypogyna","Pest"
"4699","Galleria mellonella","7137",TRUE,"Galleria","Pyralidae","Lepidoptera","Insecta","235220",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Galleria mellonella","","",1,NA,"Microsporea (Microsporida)","Nosema whitei","Pest"
"4700","Bombyx mori","7091",TRUE,"Bombyx","Bombycidae","Lepidoptera","Insecta","235220",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Bombyx mori","","fat body",1,NA,"Microsporea (Microsporida)","Nosema whitei","Pest"
"4701","Trox perlatus","1461467",TRUE,"Trox","Trogidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Trox perlatus","","gut",1,NA,"Microsporea (Minisporida)","Chytridiopsis variabilis",NA
"4702","Campoletis perdistinctus",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Campoletis perdistinctus","","Generalized infection",1,NA,"Microsporea (Microsporida)","Nosema cardiochilis",NA
"4703","Ixodes ricinus","34613",TRUE,"Ixodes","Ixodidae","Ixodida","Arachnida",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Ixodes ricinus","Nymph","hemolymph",1,NA,"Microsporea (Microsporida)","Nosema slovaca","Pest"
"4704","Amasia funebris",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Amasia funebris","","fat body",1,NA,"Microsporea (Microsporida)","Pleistophora amasiae",NA
"4705","Melanoplus packardi",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Melanoplus packardi","Nymph","fat body",1,NA,"Microsporea (Microsporida)","Nosema montanae","Pest"
"4706","Solenopsis invicta","13686",TRUE,"Solenopsis","Formicidae","Hymenoptera","Insecta","694064",TRUE,"Kneallhazia","Tubulinosematidae",NA,NA,"Fungi","Protozoa","Microspora","Solenopsis invicta","","fat body (workers); ovaries (queen)",1,NA,"Microsporea (Microsporida)","Thelohania solenopsae","Pest"
"4707","Nisotra sp.","131675",TRUE,"Nisotra","Chrysomelidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Nisotra sp.","","gut, Malpighian tubules, fat body, muscle",1,NA,"Microsporea (Microsporida)","Unikaryon mattei",NA
"4708","Culicoides edeni","2510299",TRUE,"Culicoides","Ceratopogonidae","Diptera","Insecta","2315204",TRUE,"Vavraia","Pleistophoridae",NA,NA,"Fungi","Protozoa","Microspora","Culicoides edeni","Adult","fat body",1,NA,"Microsporea (Microsporida)","Vavraia sp.",NA
"4709","Ceratoppia bipilis","503588",TRUE,"Ceratoppia","Ceratoppiidae","Sarcoptiformes","Arachnida",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Ceratoppia bipilis","","midgut, caeca",1,NA,"Microsporea (Microsporida)","Nosema helminthorum",NA
"4710","Ixodes ricinus","34613",TRUE,"Ixodes","Ixodidae","Ixodida","Arachnida",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Ixodes ricinus","","",1,NA,"Microsporea (Microsporida)","Microsporidium ixodis","Pest"
"4711","Limnochares aquatica",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Limnochares aquatica","","hemocytes, fat body, nerves",1,NA,"Microsporea (Microsporida)","Gurleya sokolovi",NA
"4712","Opilio parietinus","121214",TRUE,"Opilio","Phalangiidae","Opiliones","Arachnida",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Opilio parietinus","","hemocytes",1,NA,"Microsporea (Microsporida)","Microsporidium weiseri",NA
"4713","Piona sp.","1046329",TRUE,"Piona","Pionidae","Trombidiformes","Arachnida",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Piona sp.","","Adipose tissue, fat body",1,NA,"Microsporea (Microsporida)","Cryptosporina brachyfila",NA
"4714","Tyrophagus noxius",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Tyrophagus noxius","","lymphocytes, fat body",1,NA,"Microsporea (Microsporida)","Nosema steinhausi",NA
"4715","Sperchon sp.","450509",TRUE,"Sperchon","Sperchontidae","Trombidiformes","Arachnida",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Sperchon sp.","Adult","fat body",1,NA,"Microsporea (Microsporida)","Nosema sperchoni",NA
"4716","Xenillus tegeocranus","66610",TRUE,"Xenillus","Xenillidae","Sarcoptiformes","Arachnida",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Xenillus tegeocranus","","midgut, caeca",1,NA,"Microsporea (Microsporida)","Nosema helminthorum",NA
"4717","Rhithrogena semicolorata","1351858",TRUE,"Rhithrogena","Heptageniidae","Ephemeroptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Rhithrogena semicolorata","","",1,NA,"Microsporea (Microsporida)","Pleistophora hyperparasitica","Wildlife"
"4718","Arge pectoralis","455474",TRUE,"Arge","Argidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Arge pectoralis","","hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae",NA
"4719","Bombus hortorum","85660",TRUE,"Bombus","Apidae","Hymenoptera","Insecta","35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Bombus hortorum","","midgut; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Nosema apis",NA
"4720","Abraxas grossulariata","1007343",TRUE,"Abraxas","Geometridae","Lepidoptera","Insecta","35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Abraxas grossulariata","","midgut; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Nosema apis","Pest"
"4721","Bombus latreillelus",NA,FALSE,NA,NA,NA,NA,"35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Bombus latreillelus","","midgut; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Nosema apis",NA
"4722","Bombus terrestris","30195",TRUE,"Bombus","Apidae","Hymenoptera","Insecta","35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Bombus terrestris","","midgut; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Nosema apis",NA
"4723","Bombus venustus",NA,FALSE,NA,NA,NA,NA,"35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Bombus venustus","","midgut; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Nosema apis",NA
"4724","Copidosoma koehleri","1911543",TRUE,"Copidosoma","Encyrtidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Copidosoma koehleri","","Fat body, malpighian tubules, and most other tissues.",1,NA,"Microsporea (Microsporida)","Pleistophora californica",NA
"4725","Diprion polytoma",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Diprion polytoma","","hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae",NA
"4726","Hemichroa crocea","362198",TRUE,"Hemichroa","Tenthredinidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Hemichroa crocea","","hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"4727","Neodiprion lecontei","441921",TRUE,"Neodiprion","Diprionidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Neodiprion lecontei","","hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"4728","Neodiprion pratti banksianae","441931",TRUE,"Neodiprion","Diprionidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Neodiprion pratti banksianae","","hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"4729","Pikonema alaskensis","455473",TRUE,"Euura","Tenthredinidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Pikonema alaskensis","","hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"4730","Pristiphora geniculata","362181",TRUE,"Pristiphora","Tenthredinidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Pristiphora geniculata","EggLarvaPupaAdult","Hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"4731","Trichiocampus irregularis",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Trichiocampus irregularis","EggLarvaPupaAdult","Hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae",NA
"4732","Trichiocampus viminalis",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Trichiocampus viminalis","EggLarvaPupaAdult","Hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"4733","Vespula germanica","30212",TRUE,"Vespula","Vespidae","Hymenoptera","Insecta","35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Vespula germanica","","midgut; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Nosema apis",NA
"4734","Macrocentrus ancylivorus",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Macrocentrus ancylivorus","","Fat body, malpighian tubules, and most other tissues.",1,NA,"Microsporea (Microsporida)","Pleistophora californica","Beneficial"
"4735","Blaps lethifera","1390660",TRUE,"Blaps","Tenebrionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Blaps lethifera","","epithelium",1,NA,"Microsporea (Minisporida)","Chytridiopsis socius",NA
"4736","Blaps mucronata","197344",TRUE,"Blaps","Tenebrionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Blaps mucronata","","epithelium",1,NA,"Microsporea (Minisporida)","Chytridiopsis socius",NA
"4737","Dermestes maculatus","473951",TRUE,"Dermestes","Dermestidae","Coleoptera","Insecta","759752",TRUE,"Paranosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Dermestes maculatus","","fat body, nerve cells",1,NA,"Microsporea (Microsporida)","Nosema oryzaephili","Pest"
"4738","Stegobium paniceum","295656",TRUE,"Stegobium","Anobiidae","Coleoptera","Insecta","759752",TRUE,"Paranosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Stegobium paniceum","","fat body, nerve cells",1,NA,"Microsporea (Microsporida)","Nosema oryzaephili",NA
"4739","Anagasta kuehniella","40079",TRUE,"Ephestia","Pyralidae","Lepidoptera","Insecta","759752",TRUE,"Paranosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Anagasta kuehniella","","fat body, nerve cells",1,NA,"Microsporea (Microsporida)","Nosema oryzaephili","Pest"
"4740","Polygramma undecimlineata",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Polygramma undecimlineata","","Gut epithelium",1,NA,"Microsporea (Microsporida)","Nosema polygrammae",NA
"4741","Leptinotarsa decemlineata","7539",TRUE,"Leptinotarsa","Chrysomelidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Leptinotarsa decemlineata","","Midgut epithelium",1,NA,"Microsporea (Microsporida)","Pleistophora fidelis","Pest"
"4742","Polygramma undecimlineata",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Polygramma undecimlineata","","Midgut epithelium",1,NA,"Microsporea (Microsporida)","Pleistophora fidelis",NA
"4743","Scolytus ensifer","1271750",TRUE,"Scolytus","Curculionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Scolytus ensifer","","gut, Malpighian tubules, hemocytes",1,NA,"Microsporea (Microsporida)","Microsporidium scolyti",NA
"4744","Scolytus multistriatus","160329",TRUE,"Scolytus","Curculionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Scolytus multistriatus","","gut, Malpighian tubules, hemocytes",1,NA,"Microsporea (Microsporida)","Microsporidium scolyti",NA
"4745","Scolytus pygmaeus","1219882",TRUE,"Scolytus","Curculionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Scolytus pygmaeus","","gut, Malpighian tubules, hemocytes",1,NA,"Microsporea (Microsporida)","Microsporidium scolyti",NA
"4746","Scolytus scolytus","1002013",TRUE,"Scolytus","Curculionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Scolytus scolytus","","gut, Malpighian tubules, hemocytes",1,NA,"Microsporea (Microsporida)","Microsporidium scolyti","Pest"
"4747","Scolytus multistriatus","160329",TRUE,"Scolytus","Curculionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Scolytus multistriatus","","Malpighian tubules; intestine; hemocytes; midgut",1,NA,"Microsporea (Microsporida)","Nosema scolyti",NA
"4748","Tenebrio molitor","7067",TRUE,"Tenebrio","Tenebrionidae","Coleoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Tenebrio molitor","","Fat body, Malpighian tubules",1,NA,"Microsporea (Microsporida)","Toxoglugea calliphorae","Pest"
"4749","Chrysopa californica",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Chrysopa californica","","Fat body, malpighian tubules, and most other tissues.",1,NA,"Microsporea (Microsporida)","Pleistophora californica",NA
"4750","Agrotis ipsilon","56364",TRUE,"Agrotis","Noctuidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Agrotis ipsilon","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae","Pest"
"4751","Anacamptodes fragilaria",NA,FALSE,NA,NA,NA,NA,"35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Anacamptodes fragilaria","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4752","Achaea janata","378752",TRUE,"Achaea","Erebidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Achaea janata","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae","Pest"
"4753","Agrius cingulata","40104",TRUE,"Agrius","Sphingidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Agrius cingulata","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4754","Autographa sp.","254361",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Autographa sp.","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4755","Cryptophlebia illepida","1418667",TRUE,"Cryptophlebia","Tortricidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Cryptophlebia illepida","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4756","Spilosoma virginica","214366",TRUE,"Spilosoma","Erebidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Spilosoma virginica","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae","Pest"
"4757","Elydna nonagrica",NA,FALSE,NA,NA,NA,NA,"35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Elydna nonagrica","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4758","Estigmene acrea","56594",TRUE,"Estigmene","Erebidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Estigmene acrea","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae","Pest"
"4759","Spodoptera frugiperda","7108",TRUE,"Spodoptera","Noctuidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Spodoptera frugiperda","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae","Pest"
"4760","Ascalapha odorata","50432",TRUE,"Ascalapha","Erebidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Ascalapha odorata","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4761","Perigea illecta",NA,FALSE,NA,NA,NA,NA,"35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Perigea illecta","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4762","Pieris rapae","64459",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Pieris rapae","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae","Pest"
"4763","Chrysodeixis chalcites","749652",TRUE,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Chrysodeixis chalcites","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae","Pest"
"4764","Mythimna unipunctata",NA,FALSE,NA,NA,NA,NA,"35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Mythimna unipunctata","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4765","Spodoptera exigua","7107",TRUE,"Spodoptera","Noctuidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Spodoptera exigua","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae","Pest"
"4766","Spodoptera mauritia acronyctoides","134409",TRUE,"Spodoptera","Noctuidae","Lepidoptera","Insecta","35227",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Spodoptera mauritia acronyctoides","","all organs",1,NA,"Microsporea (Microsporida)","Nosema trichoplusiae",NA
"4767","Antheraea pernyi","7119",TRUE,"Antheraea","Saturniidae","Lepidoptera","Insecta","27978",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Antheraea pernyi","","Midgut; then generalized",1,NA,"Microsporea (Microsporida)","Nosema bombycis",NA
"4768","Antheraea polyphemus","7120",TRUE,"Antheraea","Saturniidae","Lepidoptera","Insecta","27978",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Antheraea polyphemus","","Midgut; then generalized",1,NA,"Microsporea (Microsporida)","Nosema bombycis","Pest"
"4769","Selenia bilunaria","1178154",TRUE,"Selenia","Geometridae","Lepidoptera","Insecta","27978",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Selenia bilunaria","","Midgut; then generalized",1,NA,"Microsporea (Microsporida)","Nosema bombycis",NA
"4770","Inachis io","171585",TRUE,"Nymphalis","Nymphalidae","Lepidoptera","Insecta","27978",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Inachis io","","Midgut; then generalized",1,NA,"Microsporea (Microsporida)","Nosema bombycis",NA
"4771","Paratrea plebeja","522858",TRUE,"Paratrea","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Paratrea plebeja","","generalized infection",1,NA,"Microsporea (Microsporida)","Nosema sphingidis",NA
"4772","Hyles lineata","103890",TRUE,"Hyles","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Hyles lineata","","generalized infection",1,NA,"Microsporea (Microsporida)","Nosema sphingidis","Pest"
"4773","Ceratomia catalpae","119246",TRUE,"Ceratomia","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Ceratomia catalpae","","generalized infection",1,NA,"Microsporea (Microsporida)","Nosema sphingidis","Pest"
"4774","Ceratomia amyntor","689074",TRUE,"Ceratomia","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Ceratomia amyntor","","generalized infection",1,NA,"Microsporea (Microsporida)","Nosema sphingidis",NA
"4775","Manduca quinquemaculata","335999",TRUE,"Manduca","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Manduca quinquemaculata","","generalized infection",1,NA,"Microsporea (Microsporida)","Nosema sphingidis","Pest"
"4776","Anagasta kuehniella","40079",TRUE,"Ephestia","Pyralidae","Lepidoptera","Insecta","2163540",TRUE,"Vairimorpha","Burenellidae",NA,NA,"Fungi","Protozoa","Microspora","Anagasta kuehniella","","",1,NA,"Microsporea (Microsporida)","Vairimorpha plodiae","Pest"
"4777","Ephestia elutella","1373157",TRUE,"Ephestia","Pyralidae","Lepidoptera","Insecta","2163540",TRUE,"Vairimorpha","Burenellidae",NA,NA,"Fungi","Protozoa","Microspora","Ephestia elutella","","",1,NA,"Microsporea (Microsporida)","Vairimorpha plodiae","Pest"
"4778","Galleria mellonella","7137",TRUE,"Galleria","Pyralidae","Lepidoptera","Insecta","2163540",TRUE,"Vairimorpha","Burenellidae",NA,NA,"Fungi","Protozoa","Microspora","Galleria mellonella","","",1,NA,"Microsporea (Microsporida)","Vairimorpha plodiae","Pest"
"4779","Pieris brassicae","7116",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta","2163540",TRUE,"Vairimorpha","Burenellidae",NA,NA,"Fungi","Protozoa","Microspora","Pieris brassicae","","",1,NA,"Microsporea (Microsporida)","Vairimorpha plodiae","Pest"
"4780","Pieris brassicae","7116",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta","35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Pieris brassicae","","midgut; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Nosema apis","Pest"
"4781","Tipula oleracea","312236",TRUE,"Tipula","Tipulidae","Diptera","Insecta","35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Tipula oleracea","","",1,NA,"Microsporea (Microsporida)","Nosema apis","Pest"
"4782","Calliphora vicina","7373",TRUE,"Calliphora","Calliphoridae","Diptera","Insecta","35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Calliphora vicina","","",1,NA,"Microsporea (Microsporida)","Nosema apis",NA
"4783","Calliphora vicina","7373",TRUE,"Calliphora","Calliphoridae","Diptera","Insecta","27978",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Calliphora vicina","","Midgut; then generalized",1,NA,"Microsporea (Microsporida)","Nosema bombycis",NA
"4784","Tyria jacobaeae","179666",TRUE,"Tyria","Erebidae","Lepidoptera","Insecta","35231",TRUE,"Nosema","Nosematidae",NA,NA,"Fungi","Protozoa","Microspora","Tyria jacobaeae","","midgut; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Nosema apis","Beneficial"
"4785","Cremastus flavoorbitalis",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Cremastus flavoorbitalis","Larva","",1,NA,"Microsporea (Microsporida)","Nosema destructor",NA
"4786","Danaus plexippus","13037",TRUE,"Danaus","Nymphalidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Danaus plexippus","Larva","",1,NA,"Microsporea (Microsporida)","Nosema destructor",NA
