"","presence","Host","Pathogen","HighTaxon","LowTaxon","LogMaxDose","HostStageTested","HostTissueInfected"
"5776",1,"Odagmia ferganica ","Parastempellia odagmia","Microspora","Microsporea (Microsporida)",NA,NA,""
"5777",1,"Simulium angustifilum","Parastempellia odagmia","Microspora","Microsporea (Microsporida)",NA,NA,""
"5778",1,"Montisimulium lithkense","Parastempellia odagmia","Microspora","Microsporea (Microsporida)",NA,NA,""
"5779",1,"Montisimulium quattordecimfilum","Parastempellia odagmia","Microspora","Microsporea (Microsporida)",NA,NA,""
"5780",1,"Simulium ornatum","Pilosporella simulii","Microspora","Microsporea (Microsporida)",NA,NA,""
"5781",1,"Simulium alajense","Simuliospora uzbekistanica","Microspora","Microsporea (Microsporida)",NA,NA,""
"5782",1,"Simulium alajense","Stempellia angreni","Microspora","Microsporea (Microsporida)",NA,NA,""
"5783",1,"Simulium ornatum","Stempellia angreni","Microspora","Microsporea (Microsporida)",NA,NA,""
"5784",1,"Simulium subpusillum","Weiseria subpusilla","Microspora","Microsporea (Microsporida)",NA,NA,""
"5785",1,"Simulium alajense","Weiseria subpusilla","Microspora","Microsporea (Microsporida)",NA,NA,""
"5786",1,"Striatosimulium multistriatum","Weiseria subpusilla","Microspora","Microsporea (Microsporida)",NA,NA,""
"5787",1,"Reticulitermes lucifugus  ","Duboscqia legeri","Microspora","Microsporea (Microsporida)",NA,NA,"Adipose tissue (attached to midgut)"
"5788",1,"Schistocerca gregaria","Gregarina garnhami","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5789",1,"Coccinella quatuordecimpustulata","Gregarina katherina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5790",1,"Coccinella septempunctata brucki","Gregarina katherina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5791",1,"Pachychila punctata mamorensis","Gregarina katherina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5792",1,"Pachychila trisulcata","Gregarina katherina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5793",1,"Abisares viridipennis","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5794",1,"Tenebrio molitor","Gregarina polymorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Gut"
"5795",1,"Pterostichus stygicus","Gregarina monarchia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5796",1,"Gryllus pennsylvanicus","Gregarina galliveri","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5797",1,"Coptotomus interrogatus","Gregarina globosa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5798",1,"Dermestes lardarius","Pyxinia bulbifera","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5799",1,"Dermestes maculatus","Pyxinia crystalligera","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"5800",1,"Stegobium paniceum","Pyxinia anobii","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Midgut"
"5801",1,"Dermestes peruvianus","Pyxinia crystalligera","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"5802",1,"Attagenus pellio","Pyxinia frenzeli","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5803",1,"Anthrenus verbasci","Pyxinia moebuszi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5804",1,"Ctenophthalmus agyrtes","Leptomonas ctenophthalmi","Euglenozoa","Kinetoplastidea (Trypanosomatida)",NA,NA,"Intestine; Hindgut; Rectum"
"5805",1,"Hystrichopsylla talpae","Blastocrithidia hystrichopsyllae","Euglenozoa","Kinetoplastidea (Trypanosomatida)",NA,NA,"Hindgut; Rectum"
"5806",1,"Trichocera hiemalis","Dobellina mesnili","Rhizopoda","Lobosea (Amoebida)",NA,NA,"Intestine (between peritrophic membrane and gut epithelium)"
"5807",1,"Trichocera annulata","Dobellina mesnili","Rhizopoda","Lobosea (Amoebida)",NA,NA,"Intestine (between peritrophic membrane and gut epithelium)"
"5808",1,"Junonia coenia","Nosema pyrausta","Microspora","Microsporea (Microsporida)",NA,NA,"Malpighian tubules"
"5809",1,"Trichocera regelationis","Dobellina mesnili","Rhizopoda","Lobosea (Amoebida)",NA,NA,"Intestine (between peritrophic membrane and gut epithelium)"
"5810",1,"Agrotis segetum","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5811",1,"Alsophila pometaria","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5812",1,"Anisota senatoria","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5813",1,"Aplocera efformata","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut epithelium"
"5814",1,"Aporia crataegi","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5815",1,"Archips cerasivorana","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5816",1,"Choristoneura fumiferana","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5817",1,"Cydia funebrana","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5818",1,"Cydia pomonella","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5819",1,"Cydia pyrivora","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5820",1,"Deilephila nerii","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5821",1,"Erannis defoliaria","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5822",1,"Estigmene acrea","Pleistophora schubergi ","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5823",1,"Gilpinia hercyniae","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5824",1,"Hyalophora cecropia","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5825",1,"Lacanobia pisi","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5826",1,"Lacanobia suasa","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5827",1,"Lymantria monacha","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5828",1,"Malacosoma americanum","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5829",1,"Malacosoma disstria","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5830",1,"Malacosoma neustria","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5831",1,"Mamestra brassicae","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5832",1,"Mamestra dissimilis","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5833",1,"Mamestra pisi","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5834",1,"Manduca sexta","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5835",1,"Melanchra persicariae","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5836",1,"Neodiprion abietis","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5837",1,"Neodiprion sertifer","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5838",1,"Phalera bucephala","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5839",1,"Pristiphora erichsonii","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5840",1,"Thaumetopoea processionea","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5841",1,"Trichoplusia ni","Pleistophora schubergi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5842",1,"Aporia crataegi","Pleistophora schubergi aporiae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut epithelium"
"5843",1,"Pieris rapae","Pleistophora schubergi aporiae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5844",1,"Euproctis chrysorrhoea","Pleistophora schubergi aporiae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5845",1,"Malacosoma disstria","Pleistophora schubergi aporiae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5846",1,"Mamestra brassicae","Pleistophora schubergi aporiae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5847",1,"Pieris brassicae","Pleistophora schubergi aporiae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5848",1,"Antheraea pernyi","Pleistophora schubergi balbianii","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut, Adipose tissue"
"5849",1,"Leucoma salicis","Pleistophora schubergi balbianii","Microspora","Microsporea (Microsporida)",NA,NA,""
"5850",1,"Malacosoma disstria","Pleistophora schubergi balbianii","Microspora","Microsporea (Microsporida)",NA,NA,""
"5851",1,"Choristoneura fumiferana","Pleistophora schubergi fumiferanae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5852",1,"Antheraea pernyi","Pleistophora schubergi hyphantriae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5853",1,"Euproctis chrysorrhoea","Pleistophora schubergi hyphantriae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5854",1,"Hyphantria cunea","Pleistophora schubergi hyphantriae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5855",1,"Lymantria dispar","Pleistophora schubergi hyphantriae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5856",1,"Agrotis c-nigrum","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5857",1,"Agrotis exclamationis","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5858",1,"Agrotis ipsilon","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5859",1,"Agrotis segetum","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5860",1,"Arctia caja","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5861",1,"Chloridea dipsacea","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5862",1,"Chloridea obsoleta","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5863",1,"Discestra trifolii","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5864",1,"Euproctis chrysorrhoea","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5865",1,"Hadena sordida","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5866",1,"Mamestra brassicae","Pleistophora schubergi noctuidae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5867",1,"Euproctis chrysorrhoea","Pleistophora schubergi pandemis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5868",1,"Pandemis corylana","Pleistophora schubergi pandemis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5869",1,"Alsophila pometaria","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5870",1,"Anisota senatoria","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5871",1,"Estigmene acrea","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5872",1,"Euproctis chrysorrhoea","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5873",1,"Hyalophora cecropia","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5874",1,"Lymantria dispar","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5875",1,"Malacosoma americanum","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5876",1,"Malacosoma disstria","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5877",1,"Phalera bucephala","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5878",1,"Symmerista canicosta","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5879",1,"Thaumetopoea processionea","Pleistophora schubergi schubergi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"5880",1,"Aedes caspius","Amblyospora aestiva","Microspora","Microsporea (Microsporida)",NA,NA,""
"5881",1,"Aedes punctor","Amblyospora firma","Microspora","Microsporea (Microsporida)",NA,NA,""
"5882",1,"Aedes dorsalis","Amblyospora media","Microspora","Microsporea (Microsporida)",NA,NA,""
"5883",1,"Aedes caspius","Amblyospora ukrainica","Microspora","Microsporea (Microsporida)",NA,NA,""
"5884",1,"Aedes communis","Amblyospora verna","Microspora","Microsporea (Microsporida)",NA,NA,""
"5885",1,"Aedes cinereus","Amblyospora certa","Microspora","Microsporea (Microsporida)",NA,NA,""
"5886",1,"Aedes caspius","Amblyospora rustica","Microspora","Microsporea (Microsporida)",NA,NA,""
"5887",1,"Aedes dorsalis","Aedispora dorsalis","Microspora","Microsporea",NA,NA,""
"5888",1,"Culex pipiens pipiens","Krishtalia pipiens","Microspora","Microsporea",NA,NA,""
"5889",1,"Oxycara curtum","Gregarina caboverdensis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5890",1,"Oxycara freyi","Gregarina oxycarae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5891",1,"Spinotarsus caboverdus","Stenophora spinotarsus","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5892",1,"Alphitobius diaperinus","Unilobus alphitobii","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5893",1,"Hybomitra arpadi","Amblyospora hybomitrae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5894",1,"Culex salinarius","Amblyospora salinaria","Microspora","Microsporea (Microsporida)",NA,NA,""
"5895",1,"Sympetrum meridionale","Actinocephalus sieboldi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5896",1,"Gerris costae fieberi","Asterophora sp.","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5897",1,"Hydrous piceus","Sphaerocystis sp.","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5898",1,"Paratendipes sp.","Stylocystis sp.","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5899",1,"Oedipoda fuscocincta coerulea","Gregarina acridiorum","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5900",1,"Bolitophagus reticulatus","Gregarina boletophagi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5901",1,"Platycorynus peregrinus","Gregarina munieri","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5902",1,"Paracoptacra cauta","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5903",1,"Periplaneta americana","Protomagalhaensia serpentula","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5904",1,"Aptera cingulata","Gregarina fastidiosa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Mesenteron; Hepatic caeca; gut ( all parts except crop and gizzard)"
"5905",1,"Pycnoscelus surinamensis","Gregarina fernandoi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Caeca; Midgut; Rectum"
"5906",1,"Temnopteryx phalerata","Gregarina gibbsi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; mesenteron (anterior); Hindgut; Rectum"
"5907",1,"Dianemobius taprobanensis","Gregarina kazumii","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine and gastric caeca"
"5908",1,"Scutovertex minutus","Erhardovina scutovertexi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5909",1,"Gryllodes sigillatus","Leidyana erratica","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine, gastric caeca"
"5910",1,"Acanthaclisis baetica","Stylocephalus oblongatus","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5911",1,"Mesomorphus longulus","Stylocephalus phalloides","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5912",1,"Mitopus morio","Sciadiophora caudata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5913",1,"Odius spinosus","Sciadiophora caudata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5914",1,"Phalangium opilio","Sciadiophora caudata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5915",1,"Goerius similis","Ancyrophora stelliformis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5916",1,"Paracoptacra cauta","Ramicephalus albertianus","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"5917",1,"Atractomorpha crenulata","Quadruspinospora atractomorphae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut and hepatic caeca"
"5918",1,"Melanoplus sanguinipes","Nosema locustae","Microspora","Microsporea (Microsporida)",NA,NA,"Fat body"
"5919",1,"Muscina stabulans","Herpetomonas muscarum","Euglenozoa","Kinetoplastidea (Trypanosomatida)",NA,NA,"midgut"
"5920",1,"Alphitobius diaperinus","Gregarina alphitobii","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"intestine"
"5921",1,"Melanoplus mexicanus","Malameba locustae","Rhizopoda","Lobosea (Amoebida)",NA,NA,"Malpighian tubule lumen; Midgut epithelium cells"
"5922",1,"Melanoplus sanguinipes","Nosema cuneatum","Microspora","Microsporea (Microsporida)",NA,NA,""
"5923",1,"Melanoplus mexicanus","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Enteric caeca; Midgut"
"5924",1,"Melanoplus mexicanus","Gregarina indianensis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Enteric caeca; Midgut"
"5925",1,"Melanoplus mexicanus","Actinocephalus elongatus","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5926",1,"Melanoplus sanguinipes","Nosema acridophagus","Microspora","Microsporea (Microsporida)",NA,NA,"Digestive tract, gonads, pericardium, nerves and fat body"
"5927",1,"Cryphaeus gazella","Anisolobus theodoridesi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5928",1,"Haltica sp.","Retractocephalus halticae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"5929",1,"Blaberus discoidalis","Protomagalhaensia granulosae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut; Caeca"
"5930",1,"Blaberus boliviensis","Protomagalhaensia blaberae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut; Caeca"
"5931",1,"Blaberus craniifer","Diplocystis sp.","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"5932",1,"Blatta sp.","Monocercomonoides blattae ","Metamonada","Oxymonadea (Oxymonadida)",NA,NA,""
"5933",1,"Helicoverpa zea","Ophryocystis n. sp.","Apicomplexa","Gregarinidea (Neogregarinida)",NA,NA,""
"5934",1,"Palorus ratzeburgii","Nosema sp.","Microspora","Microsporea (Microsporida)",NA,NA,""
"5935",1,"Sceliodes cordalis","Nosema sp.","Microspora","Microsporea (Microsporida)",NA,NA,""
"5936",1,"Locusta migratoria capito","Johenrea locustae","Microspora","Microsporea",NA,NA,""
"5937",1,"Locusta migratoria migratoria","Johenrea locustae","Microspora","Microsporea",NA,NA,""
"5938",1,"Paratheresia claripalpis","Nosema partelli","Microspora","Microsporea (Microsporida)",NA,NA,""
"5939",1,"Pityokteines spinidens","Canningia spinidentis","Microspora","Microsporea",NA,NA,"fat body; Malpighian tubules; Muscle; connective tissue; gonads (ovaries) "
"5940",1,"Bombus terrestris","Nosema bombi","Microspora","Microsporea (Microsporida)",NA,NA,""
"5941",1,"Melolontha hippocastani","Nosema melolonthae","Microspora","Microsporea (Microsporida)",NA,NA,""
"5942",1,"Bombus terrestris","Crithidia bombi","Euglenozoa","Kinetoplastidea (Trypanosomatida)",NA,NA,""
"5943",1,"Bombus lucorum","Crithidia bombi","Euglenozoa","Kinetoplastidea (Trypanosomatida)",NA,NA,""
"5944",1,"Glossosoma nigrior ","Cougourdella sp.","Microspora","Microsporea",NA,NA,""
"5945",1,"Diabrotica virgifera virgifera","Gregarina sp.","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Alimentary canal"
"5946",1,"Anacridium aegyptium","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5947",1,"Valanga nigricornis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5948",1,"Melanoplus sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5949",1,"Nomadacris septemfasciata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5950",1,"Schistocerca gregaria","Metarhizium anisopliae  ","Deuteromycetes","unknown",NA,NA,""
"5951",1,"Schistocerca cancellata paranensis","Metarhizium anisopliae  ","Deuteromycetes","unknown",NA,NA,""
"5952",1,"Truxalis sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5953",1,"Scapteriscus borellii","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5954",1,"Scapteriscus vicinus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5955",1,"Forficula auricularia","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5956",1,"Aeneolamia postica","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5957",1,"Aeneolamia flavilatera","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5958",1,"Tomaspis humeralis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5959",1,"Tomaspis pictipennis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5960",1,"Cicada viridis","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5961",1,"Magicicada septendecim","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5962",1,"Perkinsiella saccharicida","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5963",1,"Perkinsiella vastratrix","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5964",1,"Saccharosydne sacharivora","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5965",1,"Pyrilla sp.","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5966",1,"Ormenis pygmaea","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5967",1,"Phromnia marginella","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5968",1,"Pseudococcus maritimus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5969",1,"Vitacea polistiformis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5970",1,"Agrotis ipsilon","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5971",1,"Alabama argillacea","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5972",1,"Pseudaletia unipuncta","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5973",1,"Euxoa atomaris","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5974",1,"Helicoverpa armigera","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5975",1,"Papaipema nebris","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5976",1,"Hypena scabra","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5977",1,"Porosagrotis vetusta","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5978",1,"Prodenia irex","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5979",1,"Spodoptera exempta","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5980",1,"Spodoptera mauritia","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"5981",1,"Spilosoma virginica","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5982",1,"Brassolis saphorae","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5983",1,"Diatraea saccharalis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5984",1,"Diatraea zeacolella","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5985",1,"Enarmonia pomonella","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5986",1,"Oxycanus cervinata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5987",1,"Nerice davidi","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5988",1,"Homoeosoma electellum","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5989",1,"Diaphania hyalinata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5990",1,"Hyalophora cecropia","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5991",1,"Dictyoploca japonica","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5992",1,"Thaumetopoea pityocampa","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5993",1,"Plesiomma sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5994",1,"Chironomus sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5995",1,"Tipula sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5996",1,"Rhagoletis completa","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5997",1,"Amblyteles sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5998",1,"Cephalcia abietis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"5999",1,"Campsomeris quadrifasciata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6000",1,"Campsomeris radula","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6001",1,"Campsomeris tasmaniensis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6002",1,"Tiphia inornata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6003",1,"Byturus unicolor","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6004",1,"Amara obesa","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6005",1,"Colpodes japonicus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6006",1,"Omus sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6007",1,"Ergates faber","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6008",1,"Monochamus galloprovincialis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6009",1,"Prionus sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6010",1,"Rhagium inquisitor","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6011",1,"Stenodontes insularis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6012",1,"Brontispa mariana","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6013",1,"Diabrotica longicornis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
